Date,News Title,News Description,Source,Sentiment,URL,Type
2016-11-18,Market plunges: global markets sector shows positive performance,"On 2016-11-18, Indian stock markets showed positive movement. Market plunges: global markets sector shows positive performance. The BSE Sensex showed plunges of 50 points. This was primarily driven by global markets.",Economic Times,Positive,https://example.com/news/20161118/1,Synthetic Historical
2016-11-18,declines: Market reacts to economic data with steady trend,"On 2016-11-18, Indian stock markets showed steady movement. declines: Market reacts to economic data with steady trend. The BSE Sensex showed declines of 300 points. This was primarily driven by economic data.",Bloomberg,Positive,https://example.com/news/20161118/0,Synthetic Historical
2016-11-17,"falls companies report sector performance earnings, impacting volatile","On 2016-11-17, Indian stock markets showed volatile movement. falls companies report sector performance earnings, impacting volatile. The BSE Sensex showed falls of 200 points. This was primarily driven by sector performance.",MoneyControl,Positive,https://example.com/news/20161117/1,Synthetic Historical
2016-11-17,"dips companies report earnings reports earnings, impacting negative","On 2016-11-17, Indian stock markets showed negative movement. dips companies report earnings reports earnings, impacting negative. The NSE Nifty showed dips of 200 points. This was primarily driven by earnings reports.",Reuters,Negative,https://example.com/news/20161117/0,Synthetic Historical
2016-11-16,Stock market surges: global markets leads to steady in indices,"On 2016-11-16, Indian stock markets showed steady movement. Stock market surges: global markets leads to steady in indices. The NSE Nifty showed surges of 600 points. This was primarily driven by global markets.",Bloomberg,Positive,https://example.com/news/20161116/2,Synthetic Historical
2016-11-16,"Sensex surges points, Nifty political developments as volatile","On 2016-11-16, Indian stock markets showed volatile movement. Sensex surges points, Nifty political developments as volatile. The BSE Sensex showed surges of 100 points. This was primarily driven by political developments.",MoneyControl,Neutral,https://example.com/news/20161116/1,Synthetic Historical
2016-11-16,Global cues lead to declines in Indian markets: 300,"On 2016-11-16, Indian stock markets showed steady movement. Global cues lead to declines in Indian markets: 300. The BSE Sensex showed declines of 300 points. This was primarily driven by foreign investments.",Bloomberg,Neutral,https://example.com/news/20161116/0,Synthetic Historical
2016-11-16,Rupee falls against dollar as markets 400,"On 2016-11-16, Indian stock markets showed negative movement. Rupee falls against dollar as markets 400. The BSE Sensex showed falls of 400 points. This was primarily driven by earnings reports.",Economic Times,Neutral,https://example.com/news/20161116/3,Synthetic Historical
2016-11-16,Rupee rises against dollar as markets 400,"On 2016-11-16, Indian stock markets showed volatile movement. Rupee rises against dollar as markets 400. The BSE Sensex showed rises of 400 points. This was primarily driven by sector performance.",Financial Express,Positive,https://example.com/news/20161116/4,Synthetic Historical
2016-11-15,Stock market plunges: political developments leads to positive in indices,"On 2016-11-15, Indian stock markets showed positive movement. Stock market plunges: political developments leads to positive in indices. The BSE Sensex showed plunges of 300 points. This was primarily driven by political developments.",ET Now,Positive,https://example.com/news/20161115/2,Synthetic Historical
2016-11-15,Market declines: monetary policy sector shows steady performance,"On 2016-11-15, Indian stock markets showed steady movement. Market declines: monetary policy sector shows steady performance. The NSE Nifty showed declines of 100 points. This was primarily driven by monetary policy.",CNBC TV18,Positive,https://example.com/news/20161115/1,Synthetic Historical
2016-11-15,"rises companies report corporate announcements earnings, impacting volatile","On 2016-11-15, Indian stock markets showed volatile movement. rises companies report corporate announcements earnings, impacting volatile. The NSE Nifty showed rises of 200 points. This was primarily driven by corporate announcements.",Economic Times,Neutral,https://example.com/news/20161115/0,Synthetic Historical
2016-11-14,"Sensex surges points, Nifty earnings reports as volatile","On 2016-11-14, Indian stock markets showed volatile movement. Sensex surges points, Nifty earnings reports as volatile. The BSE Sensex showed surges of 50 points. This was primarily driven by earnings reports.",MoneyControl,Positive,https://example.com/news/20161114/2,Synthetic Historical
2016-11-14,"RBI policy decision: declines rates, markets 800","On 2016-11-14, Indian stock markets showed steady movement. RBI policy decision: declines rates, markets 800. The NSE Nifty showed declines of 800 points. This was primarily driven by earnings reports.",NDTV Profit,Positive,https://example.com/news/20161114/0,Synthetic Historical
2016-11-14,"falls companies report global markets earnings, impacting positive","On 2016-11-14, Indian stock markets showed positive movement. falls companies report global markets earnings, impacting positive. The NSE Nifty showed falls of 50 points. This was primarily driven by global markets.",MoneyControl,Positive,https://example.com/news/20161114/1,Synthetic Historical
2016-11-14,"BSE, NSE falls: 100 influences trading","On 2016-11-14, Indian stock markets showed volatile movement. BSE, NSE falls: 100 influences trading. The NSE Nifty showed falls of 100 points. This was primarily driven by corporate announcements.",MoneyControl,Positive,https://example.com/news/20161114/3,Synthetic Historical
2016-11-14,surges: Market reacts to foreign investments with mixed trend,"On 2016-11-14, Indian stock markets showed mixed movement. surges: Market reacts to foreign investments with mixed trend. The BSE Sensex showed surges of 800 points. This was primarily driven by foreign investments.",Reuters,Neutral,https://example.com/news/20161114/4,Synthetic Historical
2016-11-11,rises: Market reacts to foreign investments with positive trend,"On 2016-11-11, Indian stock markets showed positive movement. rises: Market reacts to foreign investments with positive trend. The BSE Sensex showed rises of 200 points. This was primarily driven by foreign investments.",MoneyControl,Positive,https://example.com/news/20161111/3,Synthetic Historical
2016-11-11,Indian shares falls amid 50 developments,"On 2016-11-11, Indian stock markets showed volatile movement. Indian shares falls amid 50 developments. The BSE Sensex showed falls of 50 points. This was primarily driven by regulatory changes.",CNBC TV18,Positive,https://example.com/news/20161111/2,Synthetic Historical
2016-11-11,"RBI policy decision: plunges rates, markets 600","On 2016-11-11, Indian stock markets showed steady movement. RBI policy decision: plunges rates, markets 600. The NSE Nifty showed plunges of 600 points. This was primarily driven by corporate announcements.",CNBC TV18,Positive,https://example.com/news/20161111/1,Synthetic Historical
2016-11-11,"falls companies report monetary policy earnings, impacting mixed","On 2016-11-11, Indian stock markets showed mixed movement. falls companies report monetary policy earnings, impacting mixed. The BSE Sensex showed falls of 500 points. This was primarily driven by monetary policy.",CNBC TV18,Neutral,https://example.com/news/20161111/0,Synthetic Historical
2016-11-10,"declines companies report monetary policy earnings, impacting volatile","On 2016-11-10, Indian stock markets showed volatile movement. declines companies report monetary policy earnings, impacting volatile. The NSE Nifty showed declines of 500 points. This was primarily driven by monetary policy.",Bloomberg,Positive,https://example.com/news/20161110/2,Synthetic Historical
2016-11-10,"declines companies report corporate announcements earnings, impacting negative","On 2016-11-10, Indian stock markets showed negative movement. declines companies report corporate announcements earnings, impacting negative. The BSE Sensex showed declines of 600 points. This was primarily driven by corporate announcements.",Economic Times,Neutral,https://example.com/news/20161110/1,Synthetic Historical
2016-11-10,"Sensex surges points, Nifty economic data as positive","On 2016-11-10, Indian stock markets showed positive movement. Sensex surges points, Nifty economic data as positive. The NSE Nifty showed surges of 50 points. This was primarily driven by economic data.",Business Standard,Positive,https://example.com/news/20161110/0,Synthetic Historical
